7.5	0.021205	0.000618
12.5	0.032224	0.000396
17.5	0.042274	0.000393
22.5	0.047950	0.000677
27.5	0.058309	0.000840
32.5	0.063083	0.000755
37.5	0.064277	0.001065
42.5	0.068830	0.000478
47.5	0.072118	0.000546
52.5	0.072208	0.000670
57.5	0.073981	0.000727
62.5	0.075355	0.000901
67.5	0.074269	0.000979
72.5	0.072502	0.001146
77.5	0.064771	0.001385
