7.5	1.032607	0.046120
12.5	0.998176	0.005729
17.5	0.997749	0.002021
22.5	0.996461	0.001993
27.5	0.995751	0.001636
32.5	0.995897	0.001290
37.5	0.994294	0.002106
42.5	0.993477	0.000949
47.5	0.993059	0.001329
52.5	0.988631	0.001843
57.5	0.986744	0.001883
62.5	0.978526	0.002373
67.5	0.972092	0.003120
72.5	0.970623	0.003607
77.5	0.951507	0.005612
